"Code tiers","Nom de l'association","Sigle de l'association","Descriptif","Adresse 1","Adresse 2","Code postal","Ville","Telephone","Mail","Site Internet","Code catégorie","Libellé catégorie","Code sous-catégorie","Libellé sous-catégorie","Site","Adresse du site","Horaires d'ouverture","Permanences","Public visé"
"00014163","Union française des associations de combattants et victimes de guerre - section Villeurbanne","UFAC","Regrouper les associations d'anciens combattants pour la défense de leurs droits, oeuvrer sur le travail de mémoire, faire jouer la solidarité entre les générations.","Centre Culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","04 72 04 52 12","maurice.odiard@gmail.com","","0000000009","Anciens combattants / résistants","00000026","Anciens combattants","Au siège social","","","2ème jeudi du mois de 15h à 18h","Anciens combattants et leurs familles"
"00014165","Association rencontres voyages études loisirs","ARVEL","Voyagiste pour un tourisme responsable et solidaire.","31 cours Emile Zola","","69100","Villeurbanne","04 72 44 95 50","contact@arvel-voyages.com","www.arvel-voyages.com","0000000005","Loisirs","00000013","Animations","Au siège social","","","De 9h à 12h et de 14h à 18h","Tout public adulte"
"00014166","Club des anciens Boccard entreprises","","Etendre les liens d'amitié et de solidarité avec le personnel, garder le contact entre les anciens de Boccard, activités de loisirs","158 avenue Roger Salengro","","69100","Villeurbanne","04 78 93 34 35","clubdesanciens@boccard.fr","","0000000005","Loisirs","00000013","Animations","Au siège social","","","","Tous les anciens de Boccard Entreprises"
"00025324","Lyon Gian Viet Vu Dao Club","","Promouvoir la culture et la diffusion d'un art martial vietnamien : le viet vu dao, par la mise en place de séances d'entrainements, la participation à des manifestations sportives et l'organisation de stages sportifs.","16, rue de la Bastille","","69100","Villeurbanne","06 68 08 42 98","vvdc.lyongian@gmail.com","vvdc-lyon.e-monsite.com","0000000032","Sport","00000286","Arts martiaux","Centre social de la Ferrandière","51 rue Lafontaine","lundi 20h et 22h, mardi 12h-13h15, mercredi 20h30-22h30.","","A partir de 10 ans"
"00025325","Association médico-sportive Boiron Granger","CMS Boiron","Suivi médico-sportif. Activité médico-sportive tournée vers les sportifs villeurbannais et en particulier les jeunes joueurs (visite de licence, sport étude, activité de soins conventionnée orientée médecine et kiné du sport).","51 rue Pierre Baratin","","69100","Villeurbanne","04 72 33 68 13","","","0000000032","Sport","00000307","Institutions - domaine sportif","Au siège social","21 rue Pierre Baratin - 69100 Villeurbanne","","Du lundi au vendredi de 9h à 19h sur rendez-vous.","Villeurbannais"
"00025332","Les anciens de l'ASVEL Basket","","Sauvegarder l'image, l'histoire, l'âme et l'identité du club aussi bien à Villeurbanne qu'en France et en Europe.","243 cours Emile Zola","","69100","Villeurbanne","04 78 84 78 78","anciens.asvel@club-internet.fr","","0000000032","Sport","00000289","Basket ball","Au siège social","","","Mardi de 18h à 20h","Anciens joueurs, anciens dirigeants et supporters de l'ASVEL Basket"
"00025340","Bambou Balance - Harmonie et mouvement","","Tai chi chuan style Yang dédié aux adultes et seniors (mains nues et armes) ; Qi Gang (seniors) ; Abdos sans risque ; Ba Qua Qi Qong.","Centre culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","04 78 42 20 67","bamboubalance@gmail.com","www.bamboubalance.com","0000000032","Sport","00000293","Arts martiaux internes / Disciplines énergétiques","Au siège social + maison Berthy Albrecht","14 Place GrandClément","activités le mardi, jeudi et vendredi - voir site Internet de l'association","","Adultes et séniors"
"00025341","Groupe Sportif Lugdunum section badminton","GSL Bad","Badminton.","Cercle Marcel Bruno","110 rue du 4 Août","69100","Villeurbanne","04 78 85 99 57","gslgazelec@orange.fr","gslgazelec.jimdo.com","0000000032","Sport","00000288","Badminton","Gymnase Cercle Marcel  Brunot","110 rue du 4 Août","Entraînements le lundi de 18h30 à 22h00, le mercredi de 14h à 17h, le jeudi de 18h30 à 20h00, vendredi de 18h00 à 20h00, le samedi de 15h30 à 18h30","Pendant les entraînements","A partir de 6 ans."
"00014082","Animation et rencontre","","Activités de mouvement (danse, gymnastique, step, sophrologie, tchi-kong, yoga), ateliers arts plastiques (dessin, peinture toutes techniques et tout support, poterie, modelage, sculpture sur bois) temps libre (jeux de cartes, scrabble), couture, guitare.","150 rue du 4 août","","69100","Villeurbanne","04 78 84 76 91","centre-animation-rencontre@orange.fr","www.animation-et-rencontre.fr","0000000008","Vie sociale","00000023","Actions socio-culturelles","Au siège social","","","Lundi au vendredi","Enfants, adolescents, adultes"
"00014083","Eclaireuses et éclaireurs de France - groupe Jean Bart","EEDF","Association laïque, les Eclaireuses et Eclaireurs de France accueillent des enfants sans distinction d'origine ou de croyance. Par une pédagogie particulière (celle du scoutisme) qui privilégie la vie en pleine nature, en petites équipes.","17 rue Francia","","69100","Villeurbanne","04 72 04 68 74","jeanbart@eedf.asso.fr","jeanbart.ecles.fr","0000000008","Vie sociale","00000024","Actions socio-éducatives","Au siège social","","","Samedi et dimanche de 14h à 18h ou de 10h à 17h","De 6 à 25 ans"
"00014085","Maison des Jeunes et de la Culture","MJC","Offre de loisirs pour tous (adultes et enfants à partir de 3 ans), sports, ateliers créatifs, ateliers culturels et spectacles.","46 cours du Docteur Jean Damidot","","69100","Villeurbanne","04 72 65 73 55","administration@mjc-villeurbanne.org","www.mjc-villeurbanne.org","0000000008","Vie sociale","00000023","Actions socio-culturelles","Au siège social","","Tous les jours de 14h00 à 22h00","","Tout public"
"00014086","Association France-Amérique latine","AFAL","Cours d'espagnol, soirées à thèmes conviviales, conférences, accompagnement et suivi des primo-arrivants et demandeurs d'asile politique.","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","06 81 95 64 76","afalafal@voila.fr","www.afal.fr","0000000006","Relations internationales","00000275","Cultures","Au siège social","","","","Tout public"
"00014088","Casa Cultural de Murcia en Villeurbanne","CCM","Association socio-culturelle hispano française. Préserver le pacte d'amitié Abanilla - Villeurbanne. Préserver les racines auprès des nouvelles générations (danses flamenco, cours de théâtre, cours de chant, voyages...).","1 rue Rouget de L'Isle","","69100","Villeurbanne","04 72 44 02 30","ccmurciavilleurbanne@gmail.com","","0000000006","Relations internationales","00000275","Cultures","Au siège social","1 rue Rouget de l'Isle  69100 Villeurbanne","mardi 18h30 à 20h00 / mercredi18h à 21h30","samedi 15h à 23h",""
"00014091","Fraternité togolaise Novissi","","Culture, solidarité, entraide, ballet-théâtre","Centre culturel œcuménique Jean-Pierre Lachaize","39 rue Georges Courteline","69100","Villeurbanne","04 72 85 08 57","novissi69@yahoo.fr","","0000000006","Relations internationales","00000275","Cultures","","","","",""
"00014093","Amicale des ardéchois","","Favoriser la promotion de l'Ardèche, maintenir le folklore et les traditions ardéchoises.","Centre Culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","04 78 23 38 90","","","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","Au siège social","","2ème mardi du mois de 17h à 19h","",""
"00014094","Amicale des catalans de la région de Lyon la Flama del Canigo","","Maintien et promotion de la culture catalane.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","04 78 97 21 02","catalansdelyon@outlook.fr","catalansdelyon.over-blog.com","0000000006","Relations internationales","00000275","Cultures","Au siège social","","","","Familles catalanes et amis"
"00014097","R.C.T. CapSao","","Animation et gestion d'une station de radio (99.3 FM), média de musique, d'informations, de culture et de divertissement, visant l'intérêt général.","47 rue du Tonkin","","69100","Villeurbanne","04 78 89 59 48","info@capsao.com","www.capsao.com","0000000002","Culture","00000009","Média/communication","Tonkin et Guillotière","47 rue du Tonkin 69100 Villeurbanne 151 Grande rue de la Guillotière 69007 Lyon","Du lundi au vendredi de 9h00 à 18h00","","Grand public"
"00014098","Les Ateliers Frappaz, CNAR","","Création, promotion, production et diffusion de spectacles vivants et créations dans l'espace public en direction du public le plus large.","14-16 rue du docteur Frappaz","","69100","Villeurbanne","04 72 68 09 87","contact@ateliers-frappaz.com","www.ateliers-frappaz.com","0000000002","Culture","00000008","Théâtre/lettres/philosophie","","","","","Tout public"
"00014100","Association pour le cinéma (Cinéma le Zola)","","Diffusions de films. Gestion du cinéma le Zola. Promotion du cinéma indépendant. Organisation de festivals de films.","117 cours Emile Zola","","69100","Villeurbanne","04 78 93 42 65","association@lezola.com","www.lezola.com","0000000002","Culture","00000009","Média/communication","Au siège social","","Tous les jours","","Tout public"
"00014101","Club audiovisuel de Villeurbanne","CLAVI","Etude et création de diaporamas artistiques, montages audiovisuels, recherches photographiques, promotion de l'art diaporamique","Centre culturel et de la vie associative","234 cours Emile Zola","69100","Villeurbanne","04 78 29 35 11","clavi@clavi.asso.fr","www.clavi.asso.fr","0000000002","Culture","00000009","Média/communication","Au siège social","","Mardi de 19h30 à 22h30 et samedi de 10h à 13h","","Tout public"
"00014103","Compagnie lyrique Brusset","","Représentation d'opérettes","Centre Culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","04 37 55 14 38","bertrand.marcia@orange.fr","www.compagnie-brusset.blogspot.fr","0000000002","Culture","00000007","Musique/chant","Au siège social","","Répétitions jeudi de 20h30 à 22h30","","Tout public"
"00014104","Association mini-marine","","Construction de modèles réduits et maquettes navales.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","04 74 89 16 09","michelmarlin@neuf.fr","minimarin.free.fr","0000000005","Loisirs","00000014","Jeux/collections","Au siège social","","","2e mercredi du mois de 20h30 à 22h00",""
"00014105","Damier villeurbannais","DV","Promouvoir, développer, encourager la pratique du jeu de dames","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","04 72 34 53 21","damiervilleurbannais@free.fr","damiervilleurbannais.over-blog.com","0000000005","Loisirs","00000014","Jeux/collections","Au siège social","","Samedi de 15h à 19h","","Tout public"
"00014106","Villeurbanne English Club","VEC","Rapprochement franco-britannique, voyages en Grande-Bretagne, organisation du festival Celtitudes, cinéma britannique","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","04 74 98 49 68","vec.villeurbanne@orange.fr","englishvilleurbanne.free.fr","0000000006","Relations internationales","00000275","Cultures","Au siège social","","Mardi de 14 h à 20 h  Vendredi de 10 h 12 jeunes majeurs et adultes : mardi 14 h à 20 h sur rdv","",""
"00014107","Artistes villeurbannais","AAV","Peinture, aquarelle, graphisme, pastel, travaux du bois, sculpture.","Centre Culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","04 26 63 42 56","dadou6973@numericable.fr","www.artistesvilleurbannais.net","0000000002","Culture","00000006","Arts plastiques","Au siège social","","du mardi au dimanche de 14h00 à 18h00","","Tout public"
"00014110","Club des amateurs d'anciennes Renault lyonnais","CAR","Promotion du patrimoine de la marque Renault dans un cadre convivial, organisation de sorties et de manifestations autour du thème de l'automobile.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","","clubrenaultlyon@free.fr","clubrenaultlyon.free.fr","0000000002","Culture","00000005","Patrimoine/cultures traditionnelles","Au siège social","","1er mardi du mois à 20h15 à 22h","",""
"00014116","Club mouvement cadres Villeurbanne","CMCV","Regroupement de retraités affiliés à la caisse de retraite APICIL-AGIRA dans le but d'être solidaires et de proposer des activités","Stade Boiron Granger","51 rue Pierre Baratin","69100","Villeurbanne","04 72 33 60 33","cm.cv@wanadoo.fr","associationretraitescmcv.fr","0000000005","Loisirs","00000013","Animations","Au siège social","","lundi : 8h30-12h00 et 14h00-17h00, mardi:14h00-18h00, mercredi:14h00-18h00, jeudi: 8h30-12h00 et 14h00-18h00, vendredi:14h00-18h00","Mardi 14h00-18h00","Retraités du groupe Apicil"
"00014119","Union nationale des combattants en Afrique du Nord - groupe de Villeurbanne, Bron, Vaulx en Velin","UNC AFN","Maintenir les liens entre les combattants, défendre leurs intérêts, perpétuer le souvenir des morts pour la patrie.","Centre Culturel et de la Vie Associative","234 cours Emile Zola","69100","Villeurbanne","","","","0000000009","Anciens combattants / résistants","00000026","Anciens combattants","Au siège social","","","1er mardi du mois de 17h à 20h",""
"00014120","Centre culturel oecuménique Jean-Pierre Lachaize (CCO)","CCO","Laboratoire d'innovation sociale et culturelle, pépinière d'initiatives collectives et de rencontres favorisant le dialogue interculturel, lieu de vigilance et de débats. Accompagnement et soutien aux associations.","39 rue Georges Courteline","","69100","Villeurbanne","04 78 93 41 44","cco@cco-villeurbanne.org","www.cco-villeurbanne.org","0000000008","Vie sociale","00000023","Actions socio-culturelles","Au siège social","","","De 9h à 12h et de 14h à 19h",""
"00014121","Centre social et familial de la Ferrandière","","Promouvoir l'épanouissement individuel et collectif par le biais d'animations et de services, créer une dynamique sur un quartier avec l'aide des habitants","51 rue Lafontaine","","69100","Villeurbanne","04 78 68 27 70","csf.ferrandiere@wanadoo.fr","centre-social-ferrandiere.over-blog.fr","0000000008","Vie sociale","00000024","Actions socio-éducatives","Au siège social","","","De 9h à 12h et de 14h à 18h","Tout public"
"00014124","Croix-Rouge française","CRF UL EST LYONNAIS","Urgence et secourisme Aide à personnes en difficultés : Accueil, écoute, ateliers de français, ateliers d'initiation informatique, épicerie sociale, vestiboutique, club Henry Dunant, visite à domicile de personnes isolées, hate répit-détente Alzheimer.","150 et 152 rue Anatole France","","69100","Villeurbanne","04 78 38 80 30","ul.estlyonnais@croix-rouge.fr","www.croix-rouge.fr","0000000007","Solidarités","00000276","Action sociale","","","","","Tout public"
"00014125","Association des secouristes français Croix-Blanche de Villeurbanne","","Secourisme, mise en place de postes de secours","256 rue du 4 août 1789","","69100","Villeurbanne","04 78 84 81 82","jacky.blanc@9online.fr","www.croixblanche.org","0000000007","Solidarités","00000017","Santé","Au siège social","","","4ème vendredi du mois à partir de 19h","Tout public"
"00014127","Association Colin Maillard","","Espace rencontre pour l'exercice du droit de visite, soutien à la parentalité et médiation familiale.","16 bis rue Emile Decorps","","69100","Villeurbanne","04 72 36 90 15","colin.maillard@free.fr","","0000000007","Solidarités","00000020","Familles","Au siège social","","tous les jours sauf le lundi et le jeudi","","Familles, parents et enfants"
"00014129","Mouvement français pour le planning familial du Rhône","MFPF69","Information, écoute, consultation médicale sur la sexualité, la contraception, la grossesse, l'avortement, les infections sexuellement transmissibles et le sida. Conseils conjugaux.","2 rue Lakanal","","69100","Villeurbanne","04 78 89 50 61","mfpf69@planningfamilial69.fr","leplanning-rhonealpes.org","0000000007","Solidarités","00000276","Action sociale","Au siège social","","","du lundi au jeudi de 9H à 18H30/le vendredi 9H à 16H30","Tout public"
"00014130","Villeurbanne Information Femmes Familles - SOS Femmes","VIFF","Centre d'hébergement pour femmes victimes de violences avec enfants et lieu d'information et de documentation sur les violences conjugales.","156 cours Tolstoï","","69100","Villeurbanne","04 78 85 76 47","viff.association@wanadoo.fr","www.viffsosfemmes.com","0000000007","Solidarités","00000276","Action sociale","siège de l'association, maison de justice et du droit de Villeurbanne et tout autre lieu favorisant le contact","","","Siège de l'association, maison de justice et du droit de Villeurbanne","Femmes et jeunes victimes de violence sur l'agglomération lyonnaise"
"00014131","Club des retraités Cyprian-les Brosses","CRCLB","Organiser des rencontres entre les gens du quartier à l'occasion de repas, chants, chorales, voyages ..","Maison sociale Cyprian les Brosses","4 rue Jules Guesde","69100","Villeurbanne","04 72 37 51 83","","","0000000005","Loisirs","00000013","Animations","Au siège social","","","Vendredi de 14h30 à 15h30","Retraités"
"00014133","Office villeurbannais des personnes âgées et des retraités","OVPAR","Favoriser l'inscription de l'adulte vieillissant dans la vie sociale et citoyenne","Maison des Aînés","56 rue du 1er Mars 1943","69100","Villeurbanne","04 78 68 90 50","contact@ovpar.fr","www.ovpar.fr","0000000007","Solidarités","00000276","Action sociale","Au siège social","","","De 8h30 à 12h30 et de 14h à 17h - fermé le lundi matin - vendredi fermeture à 16h","Personnes âgées"
"00014134","Association les amis de la rue","ADLR","Accueil et accompagnement des personnes en situation de précarité sociale et financière.","28 bis rue d'Alsace","","69100","Villeurbanne","04 77 33 38 38","amisdelarue1@wanadoo.fr","","0000000007","Solidarités","00000276","Action sociale","Au siège social","","","Lundi, mercredi et vendredi de 15h à 18h","Accueil et accompagnement des personnes en situation de précarité sociale et financière"
"00014135","Association pour le droit de mourir dans la dignité","ADMD","Obtenir le droit légal de disposer de sa fin de vie, développer les soins palliatifs, diffuser la loi Leonetti du 22 avril 2005.","Palais du travail","9 place Lazare Goujon","69100","Villeurbanne","04 78 94 32 56","hubert.sapin@sfr.fr","","0000000007","Solidarités","00000017","Santé","Au siège social","","","1er jeudi du mois de 15h à 18h + répondeur téléphonique","Personnes majeures"
"00014136","Secours populaire français Comité Villeurbannais","SPF","Solidarité, aide alimentaire, vestimentaire, administrative et financière aux personnes en difficulté.","50b cours Emile Zola","Place des Denteliers","69100","Villeurbanne","04 72 73 07 38","secours-populaire-francais69100@orange.fr","www.spf69.org","0000000007","Solidarités","00000276","Action sociale","Au siège social","","","Lundi à vendredi de 14h à 17h","Personnes en difficulté"
"00014137","Croix-Bleue des arméniens de France","CBAF","Apprentissage de la langue et de la culture arménienne.","Maison de la culture arménienne","68 avenue Marcel Cerdan","69100","Villeurbanne","04 74 04 74 97","ckasapyan@hotmail.com","www.croixbleue-france.com","0000000006","Relations internationales","00000275","Cultures","Au siège social","","","Mercredi de 9h30 à 16h","Enfants et adolescents"
"00014138","Accueil et avenir","","Accueil de personnes étrangères, immigrées ou réfugiées et ateliers d'alphabétisation, cours de français et de langue étrangère pour les aider dans leur insertion sociale et professionnelle","11 Place Wilson","","69100","Villeurbanne","04 72 43 93 10","marie.perrut@orange.fr","","0000000007","Solidarités","00000276","Action sociale","LCR2","43 rue du Tonkin","Lundi et mercredi de 13h30 à 15h30, mardi et vendredi de 9h30 à 11h30","","Personnes d'origine étrangère"
"00014139","Secours catholique","","Lutte contre la pauvreté, l'exclusion et la précarité.","18 rue du 4 août 1789","","69100","Villeurbanne","04 78 89 24 01","","rhone.secours-catholique.org","0000000007","Solidarités","00000276","Action sociale","Au siège social","","Café pour les femmes de 14h à 16h","Mardi et jeudi de 9h à 11h30","Personnes en difficulté"
"00014141","Association pour le développement local de l'emploi et de la formation","ADL","Emploi, formation et création d'entreprises pour contribuer au développement économique et social et à la solidarité.","13 rue du docteur Ollier","","69100","Villeurbanne","04 78 85 22 22","contact@asso-adl.fr","","0000000003","Economie / Emploi","00000270","Accès ou maintien dans l'emploi/insertion","Au siège social","13 rue du Docteur Ollier - 69100 VILLEURABNNE","Lundi de 8h30 à 12h30 et de 13h30 à 15h30 Mardi à jeudi de 8h30 à 12h30 et de 13h30 à 17h15 Vendredi de 8h30 à 12h30 et de 13h30 à 16h30","","Demandeurs d'emploi, créateurs d'entreprise, salariés précaires"
"00014143","Association Relais","","Création et gestion d'établissements et de services d'accueil, de prévention, d'actions éducatives, d'hébergement, de réinsertion et de logement, dont le Relais Jeunes Charpennes.","2 impasse Métral","","69100","Villeurbanne","04 72 82 33 40","contact@relais-jeunes.com","www.relais-jeunes.com","0000000007","Solidarités","00000276","Action sociale","Au siège social","","","",""
"00014144","Mission locale pour l'insertion économique et sociale des jeunes","","Favoriser l'insertion sociale et professionnelle des jeunes de Villeurbanne.","50 rue Racine","","69100","Villeurbanne","04 72 65 70 50","mlve@mlve.org","","0000000003","Economie / Emploi","00000270","Accès ou maintien dans l'emploi/insertion","Au siège social, à la MSP Charpennes-Tonkin(4 allée Henri-Georges Clouzot) et Passage 33 (33 rue du 8 mai 1945)","","","Lundi de 9h à 12h Mardi à vendredi de 9h à 12h et de 14h à 17h",""
"00014147","Ligue internationale contre le racisme et l'antisémitisme - Fédération Rhône-Alpes","LICRA","Combattre le racisme, l'antisémitisme, la xénophobie et toutes les formes de discrimination.","1 rue Lavoisier","","69003","Lyon","04 78 95 22 87","licrarhonealpes@licra.org","www.licra.org","0000000007","Solidarités","00000022","Lutte contre les discriminations","Au siège social","","","Mardi, mercredi et jeudi de 19h30 à 21h30","Tout public dont villeurbannais"
"00025296","Handisport lyonnais","","Organiser, promouvoir, développer les activités physiques et sportives de compétitions et/ou de loisirs pour les personnes présentant une déficience motrice ou sensorielle.  16 disciplines sportives différentes sont proposées dont athlétisme et natation.","20 bis rue Paul Cazeneuve","","69008","Lyon","04 78 01 16 32","info@handisportlyonnais.fr","www.handisportlyonnais.com","0000000032","Sport","00000305","Handisport - sport adapté","","","","","Personnes en situation de handicap moteur ou sensoriel à partir de 5 ans selon les sections"
"00014148","Ligue des droits de l’Homme - Section Villeurbanne Vaulx-en-Velin Décines","LDH","Défense et promotion des droits de l'Homme, lutte contre toutes les formes de discrimination, défense des institutions démocratiques et laïques de la République.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","04 78 84 07 95","ldh.villeurbanne.est.lyon@gmail.com","http://ldh.france.org","0000000007","Solidarités","00000018","Défense des droits et intérêts","Espace Benoît Frachon (Vaulx en Velin) et Maison des associations (Bron)","","","2e jeudi du mois à Vaulx et 2e vendredi à Bron de 18h30 à 21h00","Tout public"
"00014149","Mouvement contre le Racisme et pour l’Amitié entre les Peuples, Fédération du Rhône","MRAP","Lutte contre toutes les formes de discriminations et pour l'amitié entre les peuples.","Maison Berty Albrecht","14 place Grandclément","69100","Villeurbanne","","mrap.villeurbanne@yahoo.fr","","0000000007","Solidarités","00000022","Lutte contre les discriminations","Au siège social","","","Mercredi de 18h à 20h","Tout public dont villeurbannais"
"00014150","Association villeurbannaise pour le droit au logement","AVDL","Défense du droit au logement pour tous sans discrimination. Soutien à la recherche de logement, aide à l’accès au logement, lutte contre les expulsions, conseils  en cas de litiges locataire-propriétaire, lutte contre l’indécence et l’insalubrité.","277 rue du 4 août","","69100","Villeurbanne","04 72 65 35 90","avdl.asso@free.fr","www.avdl.fr","0000000007","Solidarités","00000018","Défense des droits et intérêts","Au siège social","","","Lundi à vendredi de 8h30 à 17h30","Tout public villeurbannais"
"00014152","Association pour adultes et jeunes en situation de handicap","APAJH","Promotion de l'égale citoyenneté, intégration sociale, création et gestion des structures d'accueil.","14 rue Longchamp","","69100","Villeurbanne","04 78 93 24 51","apajh69@apajh69.fr","www.apajh69.fr","0000000007","Solidarités","00000021","Personnes en situation de handicap","Au siège social","","","Lundi toute la journée Mardi au jeudi de 13h00 à 17h00 Vendredi de 9h00 à 13h00","Tout public"
"00014153","Santé mentale et communautés","SMC","Soins psychiatriques ambulatoires et résidentiels : soigner dans leur milieu de vie habituel les personnes souffrant de troubles psychiques, promouvoir des alternatives à l'hospitalisation psychiatrique évitant aux malades l'exclusion sociale.","136 rue Louis Becker","","69100","Villeurbanne","04 72 65 75 35","contact@smc.asso.fr","www.smc.asso.fr","0000000007","Solidarités","00000021","Personnes en situation de handicap","","","","","Personnes souffrant de troubles psychiques ou personnes handicapées psychiques"
"00014155","Association des locataires des terrasses du Tonkin","ALTT","Défense des droits et intérêts des locataires des terrasses du Tonkin, promotion des activités d'animation, socio-éducatives et culturelles.","43 rue du Tonkin","","69100","Villeurbanne","04 78 17 43 93","marie-france.dourver@wanadoo.fr","","0000000007","Solidarités","00000018","Défense des droits et intérêts","Au siège social","","","","associations éducatives, sportives et culturelles, régie et syndics"
"00025192","Badminton Club Villeurbannais","BCVIL69","Pratique du badminton en loisir et en compétition.","Maison des sportifs","70 rue du docteur Rollet","69100","Villeurbanne","","villeurbad@free.fr","www.villeurbad.fr","0000000032","Sport","00000288","Badminton","Gymnase Jean-Mollier + Gymnase Eugène-Fournière + Gymnase Albert-Camus + complexe sportif des Iris","","","","A partir de 7 ans"
"00025193","Association sportive et culturelle Europa","ASC Europa","Pratique du football et de la gymnastique ; développement de la culture et de la langue espagnole.","Stade Jules Guesde","49 rue Jules Guesde","69100","Villeurbanne","","antonio.lahiguera@hotmail.com","rhone-alpes.fff.fr/competitions/php/club/club_fiche.php?cl_no=117378","0000000032","Sport","00000299","Football","Au siège social","","lundi & vendredi 19h-21h30","",""
"00025194","Institut Français Vo-Thuat Dao Nam Haï","IFVTDNH","Kung Fu vietnamien: vo thuat dao nam haï","233 Rue André Philip","","69003","Lyon","06 27 30 05 13","contact@ifvtdnh.com","www.ifvtdnh.com","0000000032","Sport","00000286","Arts martiaux","Gymnase de l'école Lazare Goujon + Gymnase de l'école Jules Ferry","50 rue Pierre Voyant + 16 rue du Progrès - Villeurbanne","voir site internet de l'association","","à partir de 8 ans"
"00025195","Jeune France de Villeurbanne Gymnastique","JFV","Activités gymniques de loisirs et de compétition, pour les filles et les garçons, accueil des enfants en situation de handicap mental, club labellisé petite enfance par la FFG (babygym, gym d'entretien, gym compétition...)","complexe sportif des Brosses","214 rue de la Poudrette","69100","Villeurbanne","04 78 53 07 54","jfvilleurbanne@gmail.com","http://jfvilleurbanne.wix.com/gymnastique","0000000032","Sport","00000303","Gymnastique - activités gymniques et associées","Complexe sportif des Brosses - salle spécialisée de gymnastique + Gymnase Eugène Fournière","214 rue de la Poudrette + 87 rue E. Fournière - Villeurbanne","nombreux créneaux d'activité: se renseigner auprès du club","mardi 15h00-17h30, mercredi 17h00-19h00, samedi 10h00-12h00","Tout public de 12 mois jusqu'à + 70 ans. Possibilité d'accueil d'enfants et jeunes adultes en situation de handicap mental."
"00025198","Roule qui peut","RQP","promouvoir développer et améliorer la pratique des sports de glisse urbaine: BMX, skate board. Mise en place d'ateliers, d'animations, de démonstrations...","Chez M. SEMPERE","17 rue Bourgchanin","69100","Villeurbanne","06 86 45 50 10","clement.sempere@wanadoo.fr","","0000000032","Sport","00000302","Glisse urbaine - roller - skate - ...","","","","","à partir de 12 ans"
"00025199","Taekwondo RM Villeurbanne","TKD RM","Pratique du taekwondo et des disciplines associées.","1H rue René Fernandez","","69190","Saint Fons","06 13 32 37 92","kamelmaaloum@gmail.com","","0000000032","Sport","00000286","Arts martiaux","Complexe sportif des Brosses - salle de combat","214 rue de la Poudrette - Villeurbanne","mardi, jeudi 17h30-22h00 et vendredi 18h-22h00","","A partir de 4 ans."
"00025200","Association sportive Apicil-Tonic","APICIL","Gymnastique, ping-pong, tennis, tennis de table etc.","Complexe Sportif Boiron Granger","51 rue Pierre-Baratin","69100","Villeurbanne","04 78 53 55 61","apicil.tonic@orange.fr","","0000000032","Sport","00000309","Omnisport - multi sports","Au siège social","","Mardi: 8h45- 11h30 Vendredi: 9h00-10h00","Mardi de 9h à 11h","retraités > 60 ans"
"00025203","Comité régional du sport universitaire","CRSU","Promouvoir et organiser la pratique de la compétition sportive amateur pour les étudiants de niveau universitaire.","Déambulatoire amphithéâtres 1er cycle","43 Boulevard du 11 novembre 1918","69622","Villeurbanne","04 72 44 80 89","ffsulyon@univ-lyon1.fr","www.sport-u-lyon.com","0000000032","Sport","00000307","Institutions - domaine sportif","","","","","Etudiants"
"00025207","Club omnisports des Activités Physiques pour la Retraite Sportive","CODAPRS","favoriser le développement d'activités physiques et sportives asaptées aux retraités.","15, Boulevard Vivier Merle","","69003","Lyon","04 78 60 10 05","info@codap.fr","www.codaprs.fr","0000000032","Sport","00000285","Activités physiques d'entretien corporel","","","","","retraités et + de 55 ans sans activité professionnelle"
"00025209","Association Sportive des Entreprises du Bâtiment de Villeurbanne","ASEB cyclo","Rassemblement d'adhérents pratiquant le cyclotourisme, encourager le développement et la pratique de la bicyclette sous toutes ses formes, sauf compétition.","23 avenue Condorcet","","69100","Villeurbanne","06 21 27 45 91","marie.jonac@orange.fr","www.aseb-cyclotourisme.fr","0000000032","Sport","00000291","Cyclisme","Routes et voies cyclables du département","","samedi et dimanche - horaires selon les saisons","téléphonique ou site internet","à partir de 8 ans"
"00025211","Amicale Laïque de Cusset Gymnastique","ALC Gym","gymnastique artistique, volley-ball et badminton","17 rue Pierre Baratin","","69100","Villeurbanne","","alcussetgym@neuf.fr","http://alcussetgym.fr","0000000032","Sport","00000309","Omnisport - multi sports","Complexe sportif des Brosses (Gymnase) + Gymnase de Cusset","214 rue de la Poudrette + 278 cours Emile-Zola - Villeurbanne","se renseigner auprès du club ou sur le site internet","","Tout public à partir de 18 mois pour le babygym"
